Coefficients order=90 center=CT2039:180
Observation time: 2006.02.01_14:17:32
B0 angle & Nmax:        0          90





Max Harmonic Order:90   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)
      64      13     -1.16517      1.29935
      64      14      1.07398     0.544197
      64      15    -0.523763     -2.16650
      64      16    -0.607227     0.802976
      64      17      1.32824     -1.94031
      64      18     0.281659    -0.792213
      64      19    -0.880121      1.64766
      64      20      1.55726     -1.55825
      64      21     -1.17411     0.540651
      64      22      1.52077     -1.16604
      64      23      1.17884     -1.00317
      64      24      1.48746    -0.822002
      64      25     0.787365    -0.606543
      64      26     -2.24794     0.790017
      64      27     0.504891    -0.419389
      64      28     -1.25867     -2.05292
      64      29     -1.21456    -0.122219
      64      30      1.35392    -0.661481
      64      31     -1.79851      2.04743
      64      32    -0.562145      1.47603
      64      33     -2.59000     -1.87460
      64      34     -2.01228     -1.28506
      64      35      2.16317     -1.63137
      64      36     0.616277     0.199808
      64      37     0.333740      2.06705
      64      38    -0.687863    -0.609885
      64      39     -1.70923      1.36830
      64      40    0.0845394     -1.74531
      64      41     0.721028    -0.161582
      64      42      2.91242      1.86557
      64      43     -1.72909   -0.0545916
      64      44     0.141513      2.65291
      64      45    -0.139758     -3.44291
      64      46    -0.462004      1.59664
      64      47      2.56170     -1.55501
      64      48     -1.40155      1.20205
      64      49     0.421311    -0.663320
      64      50     -1.05364    -0.877002
      64      51     0.690126    0.0179998
      64      52     0.155042     -2.45070
      64      53    -0.161549      2.08175
      64      54      1.73871     -1.13726
      64      55     -1.06559     0.279058
      64      56      2.25002     -1.08717
      64      57   0.00893436     0.411870
      64      58      2.15314      2.71714
      64      59    -0.943992     -1.27432
      64      60      3.36514    0.0260288
      64      61    -0.951388      2.25186
      64      62     0.695132    -0.572069
      64      63     -2.06003     0.484836
      64      64     0.490116    -0.672685
      65       0     -4.69659      0.00000
      65       1      1.56812    -0.569227
      65       2      1.02295     -2.85146
      65       3      1.33884      1.34664
      65       4      1.67088     0.662326
      65       5    -0.291911   -0.0738230
      65       6     -2.23706      2.98595
      65       7     0.919136     -1.44062
      65       8     -1.84405    -0.785534
      65       9      1.77615     0.339559
      65      10    0.0105578     -1.81328
      65      11     -1.20543    -0.649207
      65      12      1.71162      1.07083
      65      13     0.152027     -2.46762
      65      14    -0.329260      1.64630
      65      15      1.76209    -0.215806
      65      16     -1.73349     -1.48169
      65      17    -0.142809      1.18518
      65      18     0.985438     -2.24157
      65      19     -1.39345     -1.23533
      65      20      3.63709     0.967853
      65      21     -1.35131    -0.774537
      65      22     0.136990    0.0153162
      65      23    0.0584416    -0.120882
      65      24    0.0172722     -4.34676
      65      25      2.07217     -1.27688
      65      26      1.74298     -1.87156
      65      27     0.245887      2.01920
      65      28      1.65196     0.323677
      65      29     -1.65958     -1.47208
      65      30     0.325088    -0.573058
      65      31      1.65735     -2.22578
      65      32     0.130837      1.28519
      65      33      2.22101     0.632254
      65      34     -2.74913    -0.672985
      65      35    -0.617327     0.492189
      65      36   -0.0831171     -2.75896
      65      37    -0.465737    -0.572007
      65      38      2.93442     0.415388
      65      39     -1.32627     0.783837
      65      40    -0.598938      1.70514
      65      41     -1.12772     -1.94462
      65      42    -0.987017    -0.194794
      65      43      3.80677    -0.468645
      65      44     -1.57415      2.08547
      65      45      1.51709      1.12283
      65      46     -2.55877    -0.871637
      65      47    0.0587081    0.0976734
      65      48     0.606600     -1.29115
      65      49     -1.30000      2.73781
      65      50     0.937490     0.563797
      65      51     -2.76020    -0.180956
      65      52      1.20001    -0.118277
      65      53    -0.407664     -3.11391
      65      54     0.141736   -0.0419651
      65      55    -0.981389     -2.23817
      65      56     -2.21617    -0.510586
      65      57      1.96563     -1.81485
      65      58    -0.651267     -1.54542
      65      59      1.18528     0.123194
      65      60     -1.76063      1.15835
      65      61      1.20179     -4.04181
      65      62      1.88479      2.38173
      65      63     -1.03810    -0.267941
      65      64     0.418900    -0.751301
      65      65     0.801728    -0.811538
      66       0      1.13118      0.00000
      66       1    -0.542247      2.07079
      66       2   0.00837625     0.406682
      66       3     -1.47037     -1.32396
      66       4   -0.0942151     -1.39520
      66       5      1.20815   -0.0452717
      66       6    -0.496463     -1.40609
      66       7      1.07357      2.88859
      66       8  0.000225519    -0.815818
      66       9    0.0527539    -0.911362
      66      10    -0.863026      1.30017
      66      11      1.60024     -2.03419
      66      12     -1.80748     0.283590
      66      13      2.46124     0.108298
      66      14     -1.23018     -1.76881
      66      15     0.586717      2.13517
      66      16     0.408859    -0.915865
      66      17    -0.433585    0.0682661
      66      18      1.21861      1.63919
      66      19     0.536623     -2.63950
      66      20    -0.864235     0.908542
      66      21      3.97997    -0.771437
      66      22     0.515739     0.110701
      66      23     0.350998      1.49377
      66      24    -0.376919     0.628098
      66      25     -2.40434    -0.567132
      66      26  -0.00229243    -0.660913
      66      27     0.853650     -1.48316
      66      28      1.91705      1.75340
      66      29      1.75158      1.89019
      66      30    -0.403428      1.73323
      66      31     0.921478   0.00812080
      66      32    -0.420541     -1.66731
      66      33     0.776906     0.249497
      66      34      2.85137     0.713169
      66      35    -0.997945      1.27940
      66      36     0.168005      2.41327
      66      37     -1.02637     -2.91754
      66      38    -0.638960    -0.266793
      66      39      2.30753     -1.40261
      66      40    -0.330283      1.25069
      66      41     0.220676      1.99167
      66      42     -2.60915     -1.22366
      66      43    -0.282189     0.222648
      66      44     0.769822     -3.64335
      66      45     0.510265      1.30499
      66      46      1.14759    -0.613483
      66      47     -2.10308    -0.205055
      66      48    -0.637562      1.78656
      66      49     0.639933     -1.57286
      66      50    -0.180901      2.36502
      66      51      1.87211    -0.572344
      66      52     -1.97007     0.989656
      66      53   -0.0382318     0.142790
      66      54     -2.03850    -0.328709
      66      55      1.54237      1.07846
      66      56     0.407560    -0.635399
      66      57    -0.454048     0.224882
      66      58     0.252131    -0.873399
      66      59    -0.643458    -0.182679
      66      60      2.89378     -1.47286
      66      61     -2.26749      2.42245
      66      62    -0.388525     -3.02488
      66      63      3.44073     0.231091
      66      64     -1.02643     -1.65926
      66      65     0.952497    -0.513124
      66      66      1.03594      1.73802
      67       0     -2.79730      0.00000
      67       1     0.441951     -2.02536
      67       2     0.831978      3.07187
      67       3     0.196675      1.29066
      67       4     -1.77768    -0.508276
      67       5     -2.55709      1.82647
      67       6     0.976623     -3.12053
      67       7     -2.07129     0.171965
      67       8      2.40067     0.119743
      67       9      2.39679     -1.53399
      67      10     -1.51504      1.75655
      67      11      2.41702      1.12538
      67      12     -1.31295     -2.09484
      67      13    -0.759631      2.64231
      67      14      1.41706    -0.773897
      67      15     -1.54685    -0.978872
      67      16     0.209298     0.657953
      67      17      1.53191     0.208529
      67      18    -0.459987    -0.437690
      67      19      1.32435      1.14508
      67      20    -0.810210     -2.46902
      67      21   0.00752552     0.494021
      67      22     0.155866     -1.24476
      67      23    -0.138274    -0.628211
      67      24    -0.531323     0.987826
      67      25    -0.119465    -0.823096
      67      26     -2.83635      2.14256
      67      27    -0.797935     0.244197
      67      28    0.0935775     -1.22833
      67      29      1.30530      1.18797
      67      30      1.11955    -0.521975
      67      31    -0.899429      3.12835
      67      32    -0.281791     0.304638
      67      33     -2.32655     -1.36187
      67      34     0.575286    -0.229766
      67      35      2.20152    -0.591800
      67      36      1.27000      1.97629
      67      37      1.29093      1.06845
      67      38     -2.02880   -0.0538631
      67      39     0.679795     0.479718
      67      40      2.10282     -2.71597
      67      41     0.538071   -0.0834203
      67      42      2.59982     0.351490
      67      43     -2.58695     0.813840
      67      44   -0.0777994    -0.638324
      67      45     -1.63043     -2.22432
      67      46     0.803989    -0.125740
      67      47      1.92205     0.418437
      67      48     -1.27558    -0.841422
      67      49      2.09735     0.814056
      67      50     -1.66405     -1.86410
      67      51      1.69162    -0.351161
      67      52    -0.240167     -1.40766
      67      53    -0.262991      1.83900
      67      54     0.500868     0.894644
      67      55    -0.763839     0.507127
      67      56      2.72235      1.16385
      67      57     -1.24360     -1.75319
      67      58     0.619770      1.97753
      67      59     -1.65497     -1.62161
      67      60   -0.0946073     0.718046
      67      61      2.67889    -0.906649
      67      62      2.15856      3.82903
      67      63     -1.15190    -0.922755
      67      64      1.09575     -1.40620
      67      65     -1.68964     0.497486
      67      66    -0.606279      2.45078
      67      67  -0.00612441     0.517750
      68       0     -2.80619      0.00000
      68       1      1.47656     -1.48801
      68       2    -0.404646     -1.83733
      68       3     0.388218      1.50213
      68       4      2.51737      1.51318
      68       5     -2.88645   -0.0724390
      68       6    -0.560669      2.15082
      68       7    -0.572062     -2.97463
      68       8    -0.353441     -1.40151
      68       9     0.928952     0.474493
      68      10      1.24103     -1.82670
      68      11     -1.49544      1.51373
      68      12      1.78704    -0.185562
      68      13     -2.31754    -0.330324
      68      14     0.768091      3.11110
      68      15     0.452300    -0.699184
      68      16     -1.59256    -0.579138
      68      17   -0.0534405      1.10683
      68      18      2.09432     -4.21376
      68      19     -1.07781      1.97395
      68      20      1.87648    -0.752297
      68      21     -1.58103     0.211578
      68      22    -0.656323     0.331580
      68      23     0.521160    -0.228961
      68      24     -1.43896   -0.0923564
      68      25      2.93297      1.64285
      68      26     0.683284    -0.317101
      68      27    -0.312814      1.73953
      68      28     0.523708     -1.55531
      68      29     -2.61294     -2.07652
      68      30     0.257138    -0.345919
      68      31     0.463135    -0.528648
      68      32    0.0804890      1.76158
      68      33    -0.575942      1.68162
      68      34     -2.34879    -0.284326
      68      35    -0.362491     -1.26116
      68      36    -0.652465     -4.20511
      68      37    -0.510505     0.513334
      68      38     0.927047    -0.480893
      68      39     -2.67677      1.15520
      68      40    -0.736386      1.22400
      68      41     -1.12828    -0.825014
      68      42     0.264503      1.16136
      68      43      1.22246    -0.783100
      68      44     -2.14965      2.81044
      68      45     0.197659     0.944684
      68      46    -0.961038     -1.24939
      68      47  -0.00425240    -0.492720
      68      48      2.51809     -2.32388
      68      49     -1.44717     0.844056
      68      50      2.72236     0.166346
      68      51     -1.83353    -0.378829
      68      52      2.07062     0.128004
      68      53     0.930138     -1.35363
      68      54     0.868549      2.07164
      68      55      1.07509    -0.455873
      68      56     -3.23483     0.833172
      68      57      1.71717    -0.537679
      68      58     -3.10118    -0.196984
      68      59      1.71310      2.12439
      68      60     -2.68211      1.47786
      68      61   -0.0998974     0.781638
      68      62     0.151654     -2.68846
      68      63      3.63670     0.929447
      68      64     -2.05443    0.0515574
      68      65    -0.161440    -0.163737
      68      66      2.34584     0.338704
      68      67      1.03541   -0.0559290
      68      68     -1.68091     -1.05141
      69       0     -4.56596      0.00000
      69       1     -1.34646      3.03171
      69       2     -1.03251    -0.667552
      69       3     -1.47675     -1.14934
      69       4     0.815802     0.611462
      69       5      3.02367     -1.31537
      69       6     -2.84904     -2.40184
      69       7    0.0506209      1.69866
      69       8    -0.980163    -0.840570
      69       9     -1.53856     0.411282
      69      10     0.487794    -0.301023
      69      11     0.171205     -2.29930
      69      12     0.762495     0.532458
      69      13      1.15158    -0.145437
      69      14     -1.14308     0.354117
      69      15    -0.851967      1.30043
      69      16      1.14930     -1.57036
      69      17     -1.91528    -0.203346
      69      18      2.01045      1.95393
      69      19     -3.41382     -2.54448
      69      20      1.25244     0.361984
      69      21      1.41667    -0.652756
      69      22     0.928011   -0.0620207
      69      23     0.580376      3.28039
      69      24    -0.765793     -2.91281
      69      25    -0.771028   -0.0202668
      69      26      3.13040     -1.97511
      69      27     0.304001     -1.65677
      69      28      1.20911      1.99883
      69      29     0.384812    -0.908345
      69      30     -2.23633    -0.627866
      69      31  0.000111479     -1.34626
      69      32     0.476573     -2.63711
      69      33     0.456580      1.61518
      69      34      1.69108    -0.332410
      69      35     -1.87941      1.71470
      69      36     -1.99139     -1.02548
      69      37     -1.87994     -1.88232
      69      38    -0.169540    -0.448533
      69      39      1.06290    -0.695164
      69      40     -1.94066      3.06861
      69      41      1.27379      1.35993
      69      42     -2.81702    -0.139376
      69      43     0.774107     0.623396
      69      44      2.50200    -0.688815
      69      45     0.433598      2.14148
      69      46      2.14841      2.57172
      69      47     -2.90826     -1.61861
      69      48      1.12985     0.635687
      69      49     -2.57121     -2.45081
      69      50     0.332271      1.32928
      69      51     0.973899    -0.697238
      69      52     -1.61424      1.03921
      69      53      1.44148    -0.906260
      69      54     -1.55469     -2.42708
      69      55      1.98235      1.13233
      69      56     -1.01897     -1.71010
      69      57    -0.860491      2.47518
      69      58    -0.186167     0.224827
      69      59     -1.05202     0.914579
      69      60     0.910224     -1.46395
      69      61    -0.943863     0.465553
      69      62     -2.18048     0.253851
      69      63     -3.37215     -2.52446
      69      64      1.73879      1.02370
      69      65     -2.90555     0.234063
      69      66     -1.30521    -0.825402
      69      67      1.09895    -0.437023
      69      68     -2.00565     -3.50519
      69      69    -0.686594     0.264012
      70       0      2.03832      0.00000
      70       1      1.09620      1.12681
      70       2    -0.664524      2.21139
      70       3    -0.146652     0.244117
      70       4     -1.62072    -0.608153
      70       5      1.03968   0.00432855
      70       6    -0.737507     -4.10073
      70       7    -0.331568      1.74070
      70       8      2.49712      1.79184
      70       9     0.669306    -0.236977
      70      10    -0.929358      2.12232
      70      11      3.20312     0.631015
      70      12     -2.25796     -2.01867
      70      13     0.833953      1.93734
      70      14     0.879993    -0.376445
      70      15     -1.31838     -2.10344
      70      16     0.619146      1.45760
      70      17      2.01586     -1.11452
      70      18     0.162752      1.78377
      70      19      1.39974     0.710622
      70      20     -1.61798    -0.269814
      70      21      1.60317     0.794010
      70      22      1.51190     -2.12396
      70      23   -0.0876322     0.395685
      70      24     0.409861     0.163679
      70      25     -1.52903     -1.24309
      70      26     -1.11610    0.0325664
      70      27    0.0389035     -1.84540
      70      28    -0.276330    -0.264881
      70      29      1.41407     0.738587
      70      30     0.936936      1.32613
      70      31     -1.06465      2.30809
      70      32    -0.685545      1.09700
      70      33     -1.88906     -1.67204
      70      34      1.60957     0.141157
      70      35      1.75787     0.261033
      70      36     0.550885      2.08706
      70      37     0.828162      1.37170
      70      38     -1.41853    -0.496695
      70      39      1.37107     0.181908
      70      40     0.868949     -3.51239
      70      41      1.99253      1.04031
      70      42      1.75434     -1.22328
      70      43     -2.00664     0.251368
      70      44     0.932989    -0.889747
      70      45    -0.137366     -2.77971
      70      46    -0.205268    -0.266947
      70      47      1.80303    -0.472522
      70      48     -3.52846      1.03324
      70      49     0.245617     0.726056
      70      50     -3.48318     -1.18629
      70      51      2.02057     0.817302
      70      52    -0.621543     -1.18329
      70      53    -0.942266     0.355639
      70      54     0.590955     0.234428
      70      55     -2.49744     0.310222
      70      56      2.14501     0.336963
      70      57     -1.16267    -0.524418
      70      58      2.27558     0.877578
      70      59    -0.504333     0.604049
      70      60     0.481093    -0.663262
      70      61    -0.151284     -1.61195
      70      62    0.0609347     0.159090
      70      63     0.852924      2.73501
      70      64     -3.65769    -0.466227
      70      65      1.97618    -0.924208
      70      66     0.171429      1.54708
      70      67     -1.18563    -0.285345
      70      68     -1.38051     0.388856
      70      69     -1.42215     0.921917
      70      70      2.05847    -0.141647
      71       0     -5.03821      0.00000
      71       1      1.84270     -2.23754
      71       2     0.321107     -1.05657
      71       3    0.0213193      3.94907
      71       4     0.173144     0.800524
      71       5     -1.63641      1.28303
      71       6    -0.176850     0.120207
      71       7    -0.590207     -1.83130
      71       8      1.08347      1.57883
      71       9      2.03335     0.326533
      71      10      1.56690    -0.991882
      71      11     0.614263      2.65453
      71      12      1.36371   -0.0833545
      71      13     -1.65539      1.19116
      71      14      1.17593      1.03907
      71      15    0.0196659     -1.76177
      71      16     -1.32989    0.0674303
      71      17      2.02960    -0.109449
      71      18    -0.813164     -2.69729
      71      19     0.344152      1.12574
      71      20     0.738914     -1.49892
      71      21     -2.13598     0.570138
      71      22     -1.92244     0.692338
      71      23    -0.118421     -2.55316
      71      24     -1.63345      1.25580
      71      25      2.74162     0.360551
      71      26     -1.16066      2.65124
      71      27     -1.79238      1.40926
      71      28    -0.648453     0.115216
      71      29    -0.915110    -0.620578
      71      30      2.49927    -0.346823
      71      31     0.309912     -1.15948
      71      32      1.06634      2.77862
      71      33     0.860050    -0.199832
      71      34     -1.21554     0.510088
      71      35      1.08826     -1.37228
      71      36      1.82852     -1.47766
      71      37      2.54490     0.455527
      71      38      1.74414      1.14739
      71      39     -3.20464      1.17534
      71      40     0.749680     -1.43274
      71      41     -2.32806     -2.62342
      71      42      2.28529    -0.250644
      71      43      1.21224     -1.68489
      71      44     -2.31518      1.00090
      71      45     0.267565     0.865463
      71      46     -2.48236     -3.52908
      71      47      1.36209      2.30519
      71      48    -0.157470     -2.52147
      71      49     0.837633      3.95844
      71      50      1.55477     0.575975
      71      51    -0.713220   0.00193739
      71      52      1.80655     0.834984
      71      53    -0.167129     -1.61373
      71      54    -0.461965      2.10063
      71      55     0.382715     -1.43631
      71      56     -1.30255      1.63241
      71      57     0.693553    -0.204856
      71      58     0.210171    -0.947534
      71      59      1.21219     0.731394
      71      60     0.583436     0.103677
      71      61     -2.19318      1.92825
      71      62    -0.262201     -1.59579
      71      63     0.167033      2.32791
      71      64      2.98732      1.31471
      71      65     -2.29712      2.97351
      71      66      2.31390     -4.42994
      71      67      1.23575      2.39738
      71      68    -0.411657    -0.489652
      71      69     0.951571      1.97365
      71      70      1.62814      2.03354
      71      71     0.474375     0.900504
      72       0     -3.43270      0.00000
      72       1     -2.17276     0.707526
      72       2     0.959255     -2.11382
      72       3     -2.54575     -1.05860
      72       4      1.07785      1.10374
      72       5     0.828932    -0.612668
      72       6     -1.15650     0.580409
      72       7     0.575738      1.24839
      72       8    -0.398092    -0.127771
      72       9    -0.755097      1.01010
      72      10      2.26123    -0.211109
      72      11     -1.72535     -2.06886
      72      12     0.896157      1.71896
      72      13      1.02179    -0.566375
      72      14    -0.431267     0.703795
      72      15     0.929053      1.31177
      72      16     0.109894     -1.06274
      72      17    -0.726753     0.962518
      72      18      1.34387     -1.62131
      72      19     -2.19207     0.467855
      72      20     0.941941     0.404342
      72      21      1.75658    -0.829210
      72      22    -0.166335      1.63583
      72      23      1.67721      3.18422
      72      24     -1.91850    -0.789445
      72      25     0.335691     0.625963
      72      26      1.97267     -1.24989
      72      27      1.20645      1.08703
      72      28      2.57979      2.06509
      72      29    -0.968121    -0.479095
      72      30     -1.78322      1.49850
      72      31     0.959870     -1.03976
      72      32    -0.253518     -1.55309
      72      33      1.66515      1.15624
      72      34    -0.255332     0.304722
      72      35     -1.87002      1.70834
      72      36    -0.589345     -2.75721
      72      37    -0.209009     -3.42419
      72      38      2.10719     0.947840
      72      39     0.434690    -0.144140
      72      40     -1.27340      2.80119
      72      41    -0.492992   -0.0959929
      72      42     -3.44698    -0.385838
      72      43    0.0269428      1.23845
      72      44     0.457330    -0.903638
      72      45    -0.643592      3.54493
      72      46      2.20262     0.481895
      72      47     -2.53702     0.390828
      72      48      2.99595     0.926258
      72      49    -0.492254    -0.782441
      72      50      3.07079     0.651851
      72      51      1.18399    0.0234332
      72      52   -0.0856961      1.88778
      72      53     0.827567     0.323227
      72      54    -0.721090     -1.11665
      72      55   -0.0558097      1.72459
      72      56     0.647425     -1.42746
      72      57    -0.573973      1.17473
      72      58    -0.383786     0.229433
      72      59    -0.941115     -1.52219
      72      60      1.07516     0.405858
      72      61   -0.0623262     -1.16286
      72      62     -1.03514      4.53356
      72      63     -1.54600     -2.07095
      72      64     0.868714    0.0103887
      72      65      1.87298     -2.01935
      72      66   -0.0704435      3.46561
      72      67     -2.49303    -0.669852
      72      68      2.74888      1.95505
      72      69   -0.0978528      2.95295
      72      70      3.93708    -0.351650
      72      71      1.23967     -1.61858
      72      72    -0.188411     0.511511
      73       0     -4.67030      0.00000
      73       1     -1.13553      1.26920
      73       2   -0.0739714      2.36727
      73       3   -0.0251051     -1.68969
      73       4     -1.26495    -0.364743
      73       5      1.65031     -1.38197
      73       6     0.572578     -2.25844
      73       7      1.54970      1.38263
      73       8      1.38825    0.0514205
      73       9     -2.76441     -1.15271
      73      10     -1.33516      1.74966
      73      11     0.122867    -0.715472
      73      12     0.216188    -0.589519
      73      13     0.853178     0.137316
      73      14     0.951668    -0.831078
      73      15     -1.60437    -0.668952
      73      16      2.00045      1.53127
      73      17    -0.442512     -2.33632
      73      18    -0.496823      3.16991
      73      19     -1.59230    -0.670848
      73      20     -1.63161    -0.902744
      73      21     0.407717     0.203869
      73      22     0.926819    -0.772892
      73      23    -0.145483      1.37505
      73      24     0.744286    -0.528327
      73      25    -0.552258   -0.0168517
      73      26      1.85690     -1.28282
      73      27     0.836420     -1.53392
      73      28     0.144227     -1.23690
      73      29      1.83926     0.108220
      73      30    -0.938141    -0.885366
      73      31    -0.738643      1.02460
      73      32    -0.404878     -1.63728
      73      33     -2.08019    -0.632559
      73      34      2.34487     0.572801
      73      35      1.55122      1.08109
      73      36    -0.631001      2.38713
      73      37     0.329874    -0.349239
      73      38     -3.37229    -0.905812
      73      39      2.45668    -0.345633
      73      40   -0.0668331    -0.796185
      73      41     0.860040      1.85946
      73      42    -0.424337      2.29863
      73      43     -3.22315      1.37233
      73      44      1.49206      1.54212
      73      45     -1.62136     -2.23675
      73      46      1.89059      1.86022
      73      47     0.983070     -1.63932
      73      48    -0.725702      2.20916
      73      49     0.337529     -1.41993
      73      50     -1.30926     -1.40549
      73      51    -0.954569    -0.384527
      73      52     0.422200     -1.25329
      73      53     -1.94678      1.85942
      73      54     0.971392     0.278190
      73      55     -1.69198     0.313634
      73      56      1.63535    -0.741025
      73      57    -0.148363     -1.41475
      73      58     -1.07839      1.45340
      73      59     0.550189     0.348607
      73      60     -2.46720      1.64485
      73      61      1.27068    -0.480304
      73      62     0.802393   -0.0413556
      73      63      2.16972      1.52555
      73      64     -3.17856    -0.712753
      73      65    -0.298389    -0.997066
      73      66     -1.73549    -0.390403
      73      67      1.75309      3.01820
      73      68     -2.55840     0.904708
      73      69      1.77298     -1.32124
      73      70      1.07590      1.31960
      73      71     -1.58198    -0.685420
      73      72    -0.461892      1.27594
      73      73     0.400352    -0.428748
      74       0     0.105036      0.00000
      74       1      1.03673    -0.806605
      74       2      1.00045      1.15908
      74       3      3.16787      1.69498
      74       4    -0.984219    -0.834508
      74       5     0.220365    -0.234315
      74       6     0.596256    -0.771218
      74       7    0.0314599     -1.19726
      74       8     0.321981      1.03252
      74       9     0.770747     0.225162
      74      10    -0.385156    -0.260251
      74      11     0.558757      1.25424
      74      12    -0.305633     -1.29150
      74      13     -2.28659     0.986698
      74      14    -0.173275     0.391579
      74      15     0.170796     -1.70246
      74      16     -1.11204      1.37063
      74      17      1.01311    -0.182494
      74      18     -1.07684    -0.518049
      74      19     0.347135      3.09550
      74      20     0.790415    -0.125756
      74      21     -2.82825     0.304388
      74      22     0.954378      1.21540
      74      23    -0.700551     -1.74551
      74      24     0.429455     0.226343
      74      25      2.54274     -1.38246
      74      26   -0.0303184     0.656679
      74      27     -1.88647     0.175945
      74      28    -0.878037     -2.25235
      74      29    -0.236947     -1.38760
      74      30     0.122602    -0.728877
      74      31    -0.144644     0.375569
      74      32     0.114029      3.02162
      74      33    -0.739126    -0.880364
      74      34     -1.55382      1.27115
      74      35      1.45889     -1.69525
      74      36    -0.498995     -1.14596
      74      37      1.17368      2.19552
      74      38    -0.312745    -0.344790
      74      39     -2.42762     0.990252
      74      40     0.746665     -1.11744
      74      41     0.724914     -2.18022
      74      42      1.50703      1.08583
      74      43      1.57943     -1.04351
      74      44     -1.55735      2.81767
      74      45      1.84878     -1.35024
      74      46     -2.63059     -1.12769
      74      47      2.55252    -0.581357
      74      48    -0.417350     -2.27295
      74      49    -0.948331     0.979526
      74      50    -0.722293     0.873477
      74      51     -2.28158    -0.694040
      74      52     0.297853     0.466446
      74      53     0.180726    -0.800583
      74      54    -0.407705      2.48615
      74      55      1.13063     -1.47014
      74      56     -2.91144      2.27982
      74      57     0.505982      1.11699
      74      58    -0.535408    -0.286448
      74      59      1.24801      2.29531
      74      60      1.87576    -0.279810
      74      61  -0.00769013      3.13711
      74      62    -0.614076     -3.09756
      74      63     0.179904     0.183462
      74      64      1.89117    -0.203580
      74      65     -2.07740      3.59344
      74      66    0.0810995      1.15515
      74      67      1.10107    -0.387776
      74      68      2.83677      2.94175
      74      69     -4.05999    -0.330132
      74      70   -0.0148622    -0.893930
      74      71    0.0875790     -2.00775
      74      72     -3.14087      1.77417
      74      73   -0.0613622      1.67546
      74      74    -0.199571     -2.83915
      75       0     -5.76741      0.00000
      75       1    -0.118210      1.05673
      75       2     0.643526     -3.04752
      75       3    -0.347218    -0.593090
      75       4      1.35443    -0.193022
      75       5     0.453319     0.179457
      75       6    -0.388516      2.76696
      75       7      1.55138     0.624617
      75       8     -1.10325     0.466683
      75       9    -0.575860      1.95768
      75      10      2.48793    -0.314582
      75      11     -1.59777    -0.510364
      75      12      1.70281      1.23129
      75      13    -0.192994     -2.19502
      75      14     -1.72425     0.793826
      75      15      2.52222      1.11331
      75      16     -2.26960    -0.987680
      75      17     0.805789     0.349363
      75      18      2.02666     -1.90209
      75      19    -0.863577     0.113467
      75      20     0.673722      1.31926
      75      21     0.918319     -2.40585
      75      22     -2.73943      1.72739
      75      23    -0.334316    -0.907466
      75      24     -2.56317    -0.395296
      75      25   -0.0413199    -0.662232
      75      26     0.986668    -0.698775
      75      27    -0.530582     0.949703
      75      28    -0.680444      1.66414
      75      29     -1.01474     -1.11958
      75      30     -1.25488     0.497852
      75      31     0.841850     -2.46068
      75      32      1.69536    0.0736445
      75      33      2.68252    -0.846687
      75      34    -0.124961     0.794664
      75      35     -2.70726      2.60604
      75      36     0.157324     -1.73847
      75      37    -0.972550     -1.35593
      75      38      4.46553      2.39951
      75      39    -0.218713     -1.09487
      75      40    -0.538093      1.65253
      75      41    -0.182107     -1.82108
      75      42     -1.40753     -2.44232
      75      43      2.61832    -0.215086
      75      44   -0.0974199     -2.85193
      75      45      1.04828      3.78920
      75      46     0.142116     -1.93241
      75      47     -1.33144     0.293528
      75      48      1.62259    -0.550933
      75      49      1.00304     -1.43013
      75      50     0.530830      1.35109
      75      51      2.69327    -0.276127
      75      52     -1.25372     0.708609
      75      53      2.26251    -0.322877
      75      54     -1.91609     -2.10574
      75      55      2.07009     0.745544
      75      56     -1.05870    -0.305103
      75      57    -0.241440      2.56503
      75      58      1.15628   -0.0437672
      75      59     -1.81996    -0.699898
      75      60      2.15915    -0.142213
      75      61      1.18556     -1.21843
      75      62    -0.511825     0.813355
      75      63    -0.587883     -2.95430
      75      64    -0.868605   -0.0662358
      75      65      2.27939    -0.721144
      75      66    0.0711577      2.47360
      75      67      1.43952     0.785945
      75      68    -0.937692     -2.35395
      75      69      3.63797     -1.39410
      75      70     -2.74955      1.46016
      75      71     0.531342     -2.28897
      75      72     -1.36784    -0.597613
      75      73      1.48095     0.421908
      75      74    -0.248237    -0.731661
      75      75     -1.58426      1.46154
      76       0     -1.67405      0.00000
      76       1     -1.64034     0.329568
      76       2    0.0849132      1.72947
      76       3     -1.90230     -3.03499
      76       4     -2.28193    -0.841785
      76       5      1.40050   -0.0941930
      76       6    0.0938399    -0.660449
      76       7     0.741867      3.45305
      76       8     0.572236    -0.988827
      76       9     -1.36676     0.604001
      76      10     0.854086      2.08481
      76      11     0.256264     -2.12038
      76      12    -0.179088      1.13550
      76      13     0.709294    -0.822210
      76      14     -1.06115     -3.03398
      76      15     -2.13336      2.12187
      76      16      2.19965     0.347129
      76      17     -2.52423     0.251781
      76      18     0.337934      1.01542
      76      19     0.525787     -1.17208
      76      20     -1.61325    -0.238147
      76      21      1.78847     -1.30544
      76      22     0.682919     0.397009
      76      23    -0.729936      3.60590
      76      24    -0.706643     0.499468
      76      25     -2.90878     0.378317
      76      26      1.78393      1.41543
      76      27      1.31417    -0.969793
      76      28      1.08532      2.09495
      76      29      2.48470      2.08887
      76      30     -1.54288      1.07188
